title,description,bestsellers-rank,authors
U.S. Military by the Numbers,"Let numbers open your eyes to the amazing military world. You may know that SEAL training is tough, but what's the drop out rate? How fast and how far can fighter jets fly? Exactly how many pairs of white socks are in a Marine recruit's footlocker? Get all the need to know stats about the Army, Navy, Marines, and Air Force, from weapons to personnel and beyond.",3271657.0,M Subhan Qureshi
Team Building : Discover How To Easily Build & Manage Winning Teams,Are you tired of being on a losing team? Do you wish you knew how to build a team of winners?,3271573.0,A N Kolmogorov
Ben Elton Live,,3271561.0,(Retired) William May
Hidden Faces Coloring Book,"Grab some colored pencils and unwind for a little while with Hidden Faces Coloring Book. Everyone is so tied to the clock these days and studies have proven that adult coloring books provide a great venue for relaxation. This coloring book, in particular, is a striking collection of 45 intriguing projects. Get creative with:",3271558.0,Luis Miguel Silveira
The Language of Technical Communication,"The Language of Technical Communication has a dual objective: to define the terms that form the core of technical communication as it is practiced today, while predicting where the field will go in the future. The choice of terms defined in this book followed two overarching principles: include all aspects of the discipline of technical communication, not just technical writing, and select terms that will be relevant into the foreseeable future.",3271558.0,Stephanie Feldstein
Turned Toys,"In Turned Toys, woodturning expert Mark Baker shows you how to create beautiful hand-crafted toys and games for the children in your life--all while developing your skills as a woodturner. The projects range in difficulty from the cute and simple hedgehog to the detailed and complex disappearing ball trick. Other traditional childhood toys that you will learn to make include a spinning top, a lighthouse stacker, a pull-along train, and ring-turned pigs. Looking to host a proper tea party? Baker shows you how to make everything you'll need to go along with it, from teacups and saucers to a teapot and all of the goodies you can think of.",3271555.0,Walter Fox
Dinosaur Survival Guide,"What would you do if you were being chased by a super-speedy Utahraptor or found yourself face-to-face with a ravenous T. Rex? This exciting, fact-packed guide contains all you need to know about dinosaurs and how to survive extreme encounters with these prehistoric predators. If you're planning a trip into the Jurassic jungle, don't leave without this book! Perfect for children aged 7 and up.Dynamic, realistic illustrations and exciting text takes the reader into the heart of the prehistoric world and brings them face-to-face with the most fearsome creatures that ever walked the Earth. Engaging survival' panels feature throughout the book, bringing the prehistoric world vividly to life. The appealing scrapbook design makes the reader feel they are on a real dinosaur adventure. Estimated 13,000 words.""",3271520.0,Carrie Taylor
Guide To Wiltshire Pub Walks : 20 Pub Walks,"Discover the beauty of the Wiltshire countryside with this guide to some of the best walks in the area. There are 20 circular routes here, varying in length from 21/2 to 61/2 miles, all of which take in welcoming pubs renowned for their excellent food.",3271496.0,Veronica Mary Rolf
101 Things That Piss Me Off : And Thousands of Other Things That Suck Just As Much,"Complaining, psychologists assert, is good for your health. It acts as a relief valve to help dispel the pent up energy generated by our daily frustrations, personal peeves, and life-long vexations. Now curmudgeons, gripers, grousers, and complainers have their own place to discard their tension! 101 Things That Piss Me Off is the manifesto guaranteed to help even the crabbiest soul let loose. Here is just a sample list of items guaranteed to piss anyone off:",3271444.0,Olga Swan
Shit Happened : A Sweary Coloring Book to Relieve Post-Election Stress,"When you turn on your TV at the end of the day, do you get stressed out? Need a place to let go of your frustrations? Introducing Shit Happened: A Sweary Coloring Book to Relieve Post-Election Stress. This coloring book is filled with words many of us want to say but can't in the context of our daily lives, whether in the presence of children, coworkers, or political adversaries. There's no better way to express your inner rage than to fill these filthy words and their beautiful, abstract backgrounds with your favorite colors!",3271442.0,Ken Yablonsky
Gramatica ritmica CD : Volume 1,Hip Spanish songs teach basic grammar rules.,3271367.0,Gill Bloxham
Un Amour En Automne Audio CD Only (Level 2),,3271364.0,H. William  III Detrich
Light of the Candle,"As a young nobleman at the court of Jerusalem, Daniel's life is one of privilege. His childhood friend, Sarai, is betrothed to him. Sarai's future also stretches securely before her. She will marry the boy she loves and they will live together in their beloved homeland. But outside the city gates waits Judah's conqueror, Nebuchadnezzar, prince of Babylon, who demands a heavy price for peace. He takes treasures from the great temple of Jerusalem and hostages from among the promising young scholars, who will serve him in the court at Babylon. Daniel's dreams are filled with strange images of things he has never seen. When Daniel's father ensures that he is one of the young men selected, the dreams become frighteningly real. The prophet Jeremiah's dire warnings have come to pass for Daniel, Sarai and for all of Judah-The voice of mirth and gladness are taken; the voice of the bride and bridegroom, and the sound of the millstones and the light of the candle. Sarai in Jerusalem and Daniel in Babylon will face the same challenge: to keep hope bright as darkness closes in.",3271347.0,Herbert S. Zim
